actual_rul,predicted_rul,status,risk,maintenance
17,26.292934,extremely bad, very high risk, immediate maintenance required
16,24.336746,extremely bad, very high risk, immediate maintenance required
15,23.050295,extremely bad, very high risk, immediate maintenance required
14,25.32706,extremely bad, very high risk, immediate maintenance required
13,27.582897,extremely bad, very high risk, immediate maintenance required
12,24.387213,extremely bad, very high risk, immediate maintenance required
11,20.137323,extremely bad, very high risk, immediate maintenance required
10,18.374464,extremely bad, very high risk, immediate maintenance required
9,16.418041,extremely bad, very high risk, immediate maintenance required
8,12.713889,extremely bad, very high risk, immediate maintenance required
7,9.962303,extremely bad, very high risk, immediate maintenance required
6,8.923198,extremely bad, very high risk, immediate maintenance required
5,7.999014,extremely bad, very high risk, immediate maintenance required
4,7.0179634,extremely bad, very high risk, immediate maintenance required
3,5.8752794,extremely bad, very high risk, immediate maintenance required
2,3.8706396,extremely bad, very high risk, immediate maintenance required
1,4.1434593,extremely bad, very high risk, immediate maintenance required
0,4.165462,extremely bad, very high risk, immediate maintenance required
125,116.99696,great,no risk, No maintenance required
125,114.68026,great,no risk, No maintenance required
125,113.277405,great,no risk, No maintenance required
125,115.09206,great,no risk, No maintenance required
125,117.75848,great,no risk, No maintenance required
125,118.83675,great,no risk, No maintenance required
125,119.04218,great,no risk, No maintenance required
125,119.01438,great,no risk, No maintenance required
125,122.89503,great,no risk, No maintenance required
125,123.02932,great,no risk, No maintenance required
125,123.40052,great,no risk, No maintenance required
125,122.16342,great,no risk, No maintenance required
125,118.958954,great,no risk, No maintenance required
125,119.84201,great,no risk, No maintenance required
125,113.860535,great,no risk, No maintenance required
125,115.73593,great,no risk, No maintenance required
125,115.95245,great,no risk, No maintenance required
125,113.17388,great,no risk, No maintenance required
125,113.47846,great,no risk, No maintenance required
125,117.21203,great,no risk, No maintenance required
125,118.49727,great,no risk, No maintenance required
125,120.313736,great,no risk, No maintenance required
125,120.38462,great,no risk, No maintenance required
125,121.126686,great,no risk, No maintenance required
125,118.29235,great,no risk, No maintenance required
125,117.72237,great,no risk, No maintenance required
124,120.3444,great,no risk, No maintenance required
123,121.04272,great,no risk, No maintenance required
122,118.63271,great,no risk, No maintenance required
121,116.64333,great,no risk, No maintenance required
120,115.32898,great,no risk, No maintenance required
119,116.4314,great,no risk, No maintenance required
118,114.34151,great,no risk, No maintenance required
117,115.75486,great,no risk, No maintenance required
116,113.87102,great,no risk, No maintenance required
115,115.03555,great,no risk, No maintenance required
114,115.15618,great,no risk, No maintenance required
113,114.91113,great,no risk, No maintenance required
112,115.47148,great,no risk, No maintenance required
111,116.366035,great,no risk, No maintenance required
110,120.29264,great,no risk, No maintenance required
109,117.444,great,no risk, No maintenance required
108,112.35388,great,no risk, No maintenance required
107,112.73128,great,no risk, No maintenance required
106,112.30324,great,no risk, No maintenance required
105,111.55396,great,no risk, No maintenance required
104,110.91841,great,no risk, No maintenance required
103,112.381485,great,no risk, No maintenance required
102,111.0806,great,no risk, No maintenance required
101,114.1555,great,no risk, No maintenance required
100,116.69197,great,no risk, No maintenance required
99,110.427734,great,no risk, No maintenance required
98,108.4771,great,no risk, No maintenance required
97,106.45904,great,no risk, No maintenance required
96,99.73163,good, medium risk,continue monitoring
95,98.48597,good, medium risk,continue monitoring
94,103.520584,great,no risk, No maintenance required
93,109.63501,great,no risk, No maintenance required
92,111.28857,great,no risk, No maintenance required
91,109.9418,great,no risk, No maintenance required
90,111.10006,great,no risk, No maintenance required
89,111.84842,great,no risk, No maintenance required
88,107.73188,great,no risk, No maintenance required
87,108.02054,great,no risk, No maintenance required
86,106.63897,great,no risk, No maintenance required
85,101.71132,great,no risk, No maintenance required
84,98.67555,good, medium risk,continue monitoring
83,101.892685,great,no risk, No maintenance required
82,103.249954,great,no risk, No maintenance required
81,106.57303,great,no risk, No maintenance required
80,107.57609,great,no risk, No maintenance required
79,108.04994,great,no risk, No maintenance required
78,107.409904,great,no risk, No maintenance required
77,107.94705,great,no risk, No maintenance required
76,102.872086,great,no risk, No maintenance required
75,98.33864,good, medium risk,continue monitoring
74,93.129456,good, medium risk,continue monitoring
73,96.550644,good, medium risk,continue monitoring
72,98.8586,good, medium risk,continue monitoring
71,104.048775,great,no risk, No maintenance required
70,104.01278,great,no risk, No maintenance required
69,98.34552,good, medium risk,continue monitoring
68,90.44057,good, medium risk,continue monitoring
67,72.61788,good, medium risk,continue monitoring
66,74.93484,good, medium risk,continue monitoring
65,83.83788,good, medium risk,continue monitoring
64,90.85498,good, medium risk,continue monitoring
63,90.28392,good, medium risk,continue monitoring
62,97.68552,good, medium risk,continue monitoring
61,97.29283,good, medium risk,continue monitoring
60,89.15256,good, medium risk,continue monitoring
59,86.81726,good, medium risk,continue monitoring
58,82.26643,good, medium risk,continue monitoring
57,84.485275,good, medium risk,continue monitoring
56,83.63377,good, medium risk,continue monitoring
55,74.79669,good, medium risk,continue monitoring
54,66.28562,good, medium risk,continue monitoring
53,65.52303,good, medium risk,continue monitoring
52,68.79324,good, medium risk,continue monitoring
51,71.05142,good, medium risk,continue monitoring
50,74.210785,good, medium risk,continue monitoring
49,70.18123,good, medium risk,continue monitoring
48,59.998917,not good, high risk, need maintenance
47,49.70679,not good, high risk, need maintenance
46,43.72817,not good, high risk, need maintenance
45,39.56942,not good, high risk, need maintenance
44,37.135994,not good, high risk, need maintenance
43,36.753906,not good, high risk, need maintenance
42,36.362434,not good, high risk, need maintenance
41,35.726257,not good, high risk, need maintenance
40,34.390694,not good, high risk, need maintenance
39,34.369003,not good, high risk, need maintenance
38,35.28771,not good, high risk, need maintenance
37,32.739014,not good, high risk, need maintenance
36,32.42878,not good, high risk, need maintenance
35,36.06921,not good, high risk, need maintenance
34,36.02169,not good, high risk, need maintenance
33,33.877377,not good, high risk, need maintenance
32,33.512146,not good, high risk, need maintenance
31,34.772907,not good, high risk, need maintenance
30,36.833134,not good, high risk, need maintenance
29,37.098587,not good, high risk, need maintenance
28,33.018364,not good, high risk, need maintenance
27,28.279737,extremely bad, very high risk, immediate maintenance required
26,27.826355,extremely bad, very high risk, immediate maintenance required
25,23.805664,extremely bad, very high risk, immediate maintenance required
24,21.598429,extremely bad, very high risk, immediate maintenance required
23,22.047367,extremely bad, very high risk, immediate maintenance required
22,18.93235,extremely bad, very high risk, immediate maintenance required
21,17.151745,extremely bad, very high risk, immediate maintenance required
20,17.250286,extremely bad, very high risk, immediate maintenance required
19,19.016584,extremely bad, very high risk, immediate maintenance required
18,21.71835,extremely bad, very high risk, immediate maintenance required
17,21.228413,extremely bad, very high risk, immediate maintenance required
16,18.778307,extremely bad, very high risk, immediate maintenance required
15,15.587868,extremely bad, very high risk, immediate maintenance required
14,15.11657,extremely bad, very high risk, immediate maintenance required
13,12.733795,extremely bad, very high risk, immediate maintenance required
12,13.173425,extremely bad, very high risk, immediate maintenance required
11,15.847129,extremely bad, very high risk, immediate maintenance required
10,16.461359,extremely bad, very high risk, immediate maintenance required
9,14.827247,extremely bad, very high risk, immediate maintenance required
8,12.698865,extremely bad, very high risk, immediate maintenance required
7,11.550521,extremely bad, very high risk, immediate maintenance required
6,10.617129,extremely bad, very high risk, immediate maintenance required
5,10.658608,extremely bad, very high risk, immediate maintenance required
4,8.143374,extremely bad, very high risk, immediate maintenance required
3,6.5366015,extremely bad, very high risk, immediate maintenance required
2,5.048258,extremely bad, very high risk, immediate maintenance required
1,4.002035,extremely bad, very high risk, immediate maintenance required
0,4.5839596,extremely bad, very high risk, immediate maintenance required
125,123.02168,great,no risk, No maintenance required
125,119.890015,great,no risk, No maintenance required
125,119.25082,great,no risk, No maintenance required
124,120.753426,great,no risk, No maintenance required
123,119.27409,great,no risk, No maintenance required
122,121.584625,great,no risk, No maintenance required
121,118.00598,great,no risk, No maintenance required
120,116.76619,great,no risk, No maintenance required
119,120.540855,great,no risk, No maintenance required
118,117.694145,great,no risk, No maintenance required
117,111.51071,great,no risk, No maintenance required
116,109.62112,great,no risk, No maintenance required
115,111.06263,great,no risk, No maintenance required
114,111.69582,great,no risk, No maintenance required
113,109.03929,great,no risk, No maintenance required
112,105.52091,great,no risk, No maintenance required
111,111.312164,great,no risk, No maintenance required
110,113.31419,great,no risk, No maintenance required
109,114.69633,great,no risk, No maintenance required
108,118.07237,great,no risk, No maintenance required
107,114.84271,great,no risk, No maintenance required
106,117.6804,great,no risk, No maintenance required
105,117.67061,great,no risk, No maintenance required
104,119.48128,great,no risk, No maintenance required
103,120.660034,great,no risk, No maintenance required
102,119.30981,great,no risk, No maintenance required
101,116.386,great,no risk, No maintenance required
100,118.68475,great,no risk, No maintenance required
99,116.848175,great,no risk, No maintenance required
98,115.24155,great,no risk, No maintenance required
97,117.324905,great,no risk, No maintenance required
96,113.468155,great,no risk, No maintenance required
95,110.95308,great,no risk, No maintenance required
94,112.5007,great,no risk, No maintenance required
93,114.6205,great,no risk, No maintenance required
92,116.6058,great,no risk, No maintenance required
91,114.647736,great,no risk, No maintenance required
90,109.10849,great,no risk, No maintenance required
89,115.353775,great,no risk, No maintenance required
88,114.45826,great,no risk, No maintenance required
87,111.4647,great,no risk, No maintenance required
86,115.41168,great,no risk, No maintenance required
85,108.85104,great,no risk, No maintenance required
84,110.68327,great,no risk, No maintenance required
83,111.96661,great,no risk, No maintenance required
82,111.61267,great,no risk, No maintenance required
81,113.30792,great,no risk, No maintenance required
80,109.22331,great,no risk, No maintenance required
79,103.47142,great,no risk, No maintenance required
78,108.81828,great,no risk, No maintenance required
77,103.13963,great,no risk, No maintenance required
76,103.021454,great,no risk, No maintenance required
75,108.91378,great,no risk, No maintenance required
74,105.506874,great,no risk, No maintenance required
73,109.20551,great,no risk, No maintenance required
72,107.66975,great,no risk, No maintenance required
71,105.98841,great,no risk, No maintenance required
70,105.23243,great,no risk, No maintenance required
69,103.83302,great,no risk, No maintenance required
68,99.23561,good, medium risk,continue monitoring
67,106.981255,great,no risk, No maintenance required
66,108.23281,great,no risk, No maintenance required
65,107.40121,great,no risk, No maintenance required
64,110.99697,great,no risk, No maintenance required
63,108.01139,great,no risk, No maintenance required
62,102.86235,great,no risk, No maintenance required
61,99.02333,good, medium risk,continue monitoring
60,94.078445,good, medium risk,continue monitoring
59,94.23976,good, medium risk,continue monitoring
58,92.10374,good, medium risk,continue monitoring
57,89.413795,good, medium risk,continue monitoring
56,91.813286,good, medium risk,continue monitoring
55,79.95357,good, medium risk,continue monitoring
54,79.28917,good, medium risk,continue monitoring
53,76.199326,good, medium risk,continue monitoring
52,77.44934,good, medium risk,continue monitoring
51,70.69807,good, medium risk,continue monitoring
50,73.17871,good, medium risk,continue monitoring
49,74.796776,good, medium risk,continue monitoring
48,74.59971,good, medium risk,continue monitoring
47,67.15669,good, medium risk,continue monitoring
46,59.26956,not good, high risk, need maintenance
45,45.845596,not good, high risk, need maintenance
44,37.05448,not good, high risk, need maintenance
43,34.94243,not good, high risk, need maintenance
42,35.585293,not good, high risk, need maintenance
41,33.196114,not good, high risk, need maintenance
40,30.999514,not good, high risk, need maintenance
39,32.135334,not good, high risk, need maintenance
38,33.96776,not good, high risk, need maintenance
37,40.142807,not good, high risk, need maintenance
36,44.311153,not good, high risk, need maintenance
35,45.172447,not good, high risk, need maintenance
34,38.65236,not good, high risk, need maintenance
33,37.86983,not good, high risk, need maintenance
32,34.20182,not good, high risk, need maintenance
31,32.561348,not good, high risk, need maintenance
30,32.12016,not good, high risk, need maintenance
29,31.07453,not good, high risk, need maintenance
28,28.813665,extremely bad, very high risk, immediate maintenance required
27,28.86374,extremely bad, very high risk, immediate maintenance required
26,28.174496,extremely bad, very high risk, immediate maintenance required
25,27.589067,extremely bad, very high risk, immediate maintenance required
24,25.320093,extremely bad, very high risk, immediate maintenance required
23,20.52624,extremely bad, very high risk, immediate maintenance required
22,17.65874,extremely bad, very high risk, immediate maintenance required
21,17.098091,extremely bad, very high risk, immediate maintenance required
20,18.001282,extremely bad, very high risk, immediate maintenance required
19,15.939906,extremely bad, very high risk, immediate maintenance required
18,17.737955,extremely bad, very high risk, immediate maintenance required
17,19.113798,extremely bad, very high risk, immediate maintenance required
16,18.270594,extremely bad, very high risk, immediate maintenance required
15,21.130186,extremely bad, very high risk, immediate maintenance required
14,22.158863,extremely bad, very high risk, immediate maintenance required
13,20.725924,extremely bad, very high risk, immediate maintenance required
12,19.543177,extremely bad, very high risk, immediate maintenance required
11,17.023573,extremely bad, very high risk, immediate maintenance required
10,12.51217,extremely bad, very high risk, immediate maintenance required
9,10.629481,extremely bad, very high risk, immediate maintenance required
8,11.363513,extremely bad, very high risk, immediate maintenance required
7,11.468436,extremely bad, very high risk, immediate maintenance required
6,10.394448,extremely bad, very high risk, immediate maintenance required
5,7.9267673,extremely bad, very high risk, immediate maintenance required
4,6.1013455,extremely bad, very high risk, immediate maintenance required
3,5.963282,extremely bad, very high risk, immediate maintenance required
2,4.6774006,extremely bad, very high risk, immediate maintenance required
1,3.9274638,extremely bad, very high risk, immediate maintenance required
0,3.32284,extremely bad, very high risk, immediate maintenance required
125,127.96965,great,no risk, No maintenance required
125,127.70035,great,no risk, No maintenance required
125,126.258026,great,no risk, No maintenance required
125,123.705215,great,no risk, No maintenance required
125,125.73102,great,no risk, No maintenance required
125,125.66009,great,no risk, No maintenance required
125,126.03529,great,no risk, No maintenance required
125,124.139595,great,no risk, No maintenance required
125,123.62577,great,no risk, No maintenance required
125,124.167625,great,no risk, No maintenance required
125,122.62336,great,no risk, No maintenance required
125,125.14331,great,no risk, No maintenance required
125,121.53149,great,no risk, No maintenance required
125,121.88933,great,no risk, No maintenance required
125,121.509384,great,no risk, No maintenance required
125,123.62602,great,no risk, No maintenance required
125,121.052376,great,no risk, No maintenance required
125,120.847244,great,no risk, No maintenance required
125,120.4738,great,no risk, No maintenance required
125,120.42825,great,no risk, No maintenance required
125,120.88208,great,no risk, No maintenance required
125,119.19992,great,no risk, No maintenance required
125,122.690155,great,no risk, No maintenance required
125,120.245415,great,no risk, No maintenance required
125,119.83498,great,no risk, No maintenance required
125,118.32252,great,no risk, No maintenance required
125,117.59082,great,no risk, No maintenance required
125,123.2077,great,no risk, No maintenance required
125,121.502426,great,no risk, No maintenance required
125,119.02576,great,no risk, No maintenance required
125,119.95877,great,no risk, No maintenance required
125,121.705185,great,no risk, No maintenance required
125,118.28104,great,no risk, No maintenance required
125,119.117584,great,no risk, No maintenance required
125,118.58305,great,no risk, No maintenance required
125,118.20678,great,no risk, No maintenance required
125,118.16882,great,no risk, No maintenance required
125,118.364525,great,no risk, No maintenance required
125,117.082634,great,no risk, No maintenance required
125,115.71738,great,no risk, No maintenance required
125,114.36191,great,no risk, No maintenance required
125,115.57857,great,no risk, No maintenance required
125,115.57243,great,no risk, No maintenance required
125,116.70772,great,no risk, No maintenance required
125,114.379036,great,no risk, No maintenance required
125,115.33944,great,no risk, No maintenance required
125,113.728004,great,no risk, No maintenance required
125,113.56554,great,no risk, No maintenance required
125,113.07518,great,no risk, No maintenance required
125,111.186874,great,no risk, No maintenance required
125,112.77275,great,no risk, No maintenance required
125,116.205154,great,no risk, No maintenance required
124,115.97102,great,no risk, No maintenance required
123,114.68898,great,no risk, No maintenance required
122,113.273384,great,no risk, No maintenance required
121,112.77976,great,no risk, No maintenance required
120,111.23416,great,no risk, No maintenance required
119,114.22393,great,no risk, No maintenance required
118,110.78035,great,no risk, No maintenance required
117,112.493195,great,no risk, No maintenance required
116,113.205765,great,no risk, No maintenance required
115,115.57306,great,no risk, No maintenance required
114,112.07017,great,no risk, No maintenance required
113,113.11316,great,no risk, No maintenance required
112,112.477425,great,no risk, No maintenance required
111,113.770966,great,no risk, No maintenance required
110,112.405334,great,no risk, No maintenance required
109,112.76342,great,no risk, No maintenance required
108,113.31818,great,no risk, No maintenance required
107,111.14153,great,no risk, No maintenance required
106,111.587074,great,no risk, No maintenance required
105,113.64017,great,no risk, No maintenance required
104,111.48188,great,no risk, No maintenance required
103,112.70366,great,no risk, No maintenance required
102,111.699776,great,no risk, No maintenance required
101,108.51685,great,no risk, No maintenance required
100,105.46584,great,no risk, No maintenance required
99,107.293045,great,no risk, No maintenance required
98,106.66886,great,no risk, No maintenance required
97,105.56534,great,no risk, No maintenance required
96,104.50994,great,no risk, No maintenance required
95,102.06969,great,no risk, No maintenance required
94,99.781105,good, medium risk,continue monitoring
93,92.952324,good, medium risk,continue monitoring
92,90.930855,good, medium risk,continue monitoring
91,87.9837,good, medium risk,continue monitoring
90,91.73869,good, medium risk,continue monitoring
89,86.30688,good, medium risk,continue monitoring
88,94.39261,good, medium risk,continue monitoring
87,100.16821,great,no risk, No maintenance required
86,104.676956,great,no risk, No maintenance required
85,103.03249,great,no risk, No maintenance required
84,102.16576,great,no risk, No maintenance required
83,100.03206,great,no risk, No maintenance required
82,94.03262,good, medium risk,continue monitoring
81,97.76918,good, medium risk,continue monitoring
80,104.60638,great,no risk, No maintenance required
79,96.844925,good, medium risk,continue monitoring
78,96.6987,good, medium risk,continue monitoring
77,95.50132,good, medium risk,continue monitoring
76,95.51411,good, medium risk,continue monitoring
75,91.31888,good, medium risk,continue monitoring
74,91.82262,good, medium risk,continue monitoring
73,92.89801,good, medium risk,continue monitoring
72,100.4785,great,no risk, No maintenance required
71,95.18001,good, medium risk,continue monitoring
70,92.75099,good, medium risk,continue monitoring
69,88.65221,good, medium risk,continue monitoring
68,79.03247,good, medium risk,continue monitoring
67,74.97095,good, medium risk,continue monitoring
66,70.85011,good, medium risk,continue monitoring
65,70.00662,good, medium risk,continue monitoring
64,73.12319,good, medium risk,continue monitoring
63,69.85145,good, medium risk,continue monitoring
62,71.20215,good, medium risk,continue monitoring
61,76.4134,good, medium risk,continue monitoring
60,78.52441,good, medium risk,continue monitoring
59,73.63053,good, medium risk,continue monitoring
58,75.44933,good, medium risk,continue monitoring
57,77.70491,good, medium risk,continue monitoring
56,77.79805,good, medium risk,continue monitoring
55,72.070045,good, medium risk,continue monitoring
54,71.68295,good, medium risk,continue monitoring
53,72.32302,good, medium risk,continue monitoring
52,73.32733,good, medium risk,continue monitoring
51,70.63231,good, medium risk,continue monitoring
50,70.341896,good, medium risk,continue monitoring
49,67.0584,good, medium risk,continue monitoring
48,72.61197,good, medium risk,continue monitoring
47,71.63446,good, medium risk,continue monitoring
46,68.72811,good, medium risk,continue monitoring
45,70.99481,good, medium risk,continue monitoring
44,73.7281,good, medium risk,continue monitoring
43,64.65701,good, medium risk,continue monitoring
42,62.277954,good, medium risk,continue monitoring
41,59.496708,not good, high risk, need maintenance
40,56.4042,not good, high risk, need maintenance
39,51.513836,not good, high risk, need maintenance
38,41.227676,not good, high risk, need maintenance
37,31.935232,not good, high risk, need maintenance
36,25.346766,extremely bad, very high risk, immediate maintenance required
35,21.950808,extremely bad, very high risk, immediate maintenance required
34,21.050013,extremely bad, very high risk, immediate maintenance required
33,19.508657,extremely bad, very high risk, immediate maintenance required
32,18.156805,extremely bad, very high risk, immediate maintenance required
31,18.724642,extremely bad, very high risk, immediate maintenance required
30,19.674095,extremely bad, very high risk, immediate maintenance required
29,19.118443,extremely bad, very high risk, immediate maintenance required
28,20.825663,extremely bad, very high risk, immediate maintenance required
27,25.52912,extremely bad, very high risk, immediate maintenance required
26,29.081448,extremely bad, very high risk, immediate maintenance required
25,29.800062,extremely bad, very high risk, immediate maintenance required
24,28.905703,extremely bad, very high risk, immediate maintenance required
23,28.17397,extremely bad, very high risk, immediate maintenance required
22,25.958729,extremely bad, very high risk, immediate maintenance required
21,21.531897,extremely bad, very high risk, immediate maintenance required
20,18.916601,extremely bad, very high risk, immediate maintenance required
19,19.070719,extremely bad, very high risk, immediate maintenance required
18,18.35016,extremely bad, very high risk, immediate maintenance required
17,16.958017,extremely bad, very high risk, immediate maintenance required
16,15.699674,extremely bad, very high risk, immediate maintenance required
15,13.59752,extremely bad, very high risk, immediate maintenance required
14,12.640753,extremely bad, very high risk, immediate maintenance required
13,12.025857,extremely bad, very high risk, immediate maintenance required
12,11.058356,extremely bad, very high risk, immediate maintenance required
11,12.6867285,extremely bad, very high risk, immediate maintenance required
10,13.836862,extremely bad, very high risk, immediate maintenance required
9,14.083341,extremely bad, very high risk, immediate maintenance required
8,12.727551,extremely bad, very high risk, immediate maintenance required
7,10.444907,extremely bad, very high risk, immediate maintenance required
6,9.922949,extremely bad, very high risk, immediate maintenance required
5,8.128054,extremely bad, very high risk, immediate maintenance required
4,7.2945404,extremely bad, very high risk, immediate maintenance required
3,5.9463286,extremely bad, very high risk, immediate maintenance required
2,4.8252153,extremely bad, very high risk, immediate maintenance required
1,3.8479671,extremely bad, very high risk, immediate maintenance required
0,2.061307,extremely bad, very high risk, immediate maintenance required
125,125.74349,great,no risk, No maintenance required
125,124.68123,great,no risk, No maintenance required
125,122.77267,great,no risk, No maintenance required
125,123.70262,great,no risk, No maintenance required
125,127.345825,great,no risk, No maintenance required
125,125.59779,great,no risk, No maintenance required
125,124.59012,great,no risk, No maintenance required
125,123.45912,great,no risk, No maintenance required
125,127.08458,great,no risk, No maintenance required
125,126.84239,great,no risk, No maintenance required
125,123.82094,great,no risk, No maintenance required
125,121.339096,great,no risk, No maintenance required
125,125.61499,great,no risk, No maintenance required
125,127.28911,great,no risk, No maintenance required
125,125.14825,great,no risk, No maintenance required
125,122.13824,great,no risk, No maintenance required
125,125.12256,great,no risk, No maintenance required
125,123.5488,great,no risk, No maintenance required
125,123.53412,great,no risk, No maintenance required
125,123.94339,great,no risk, No maintenance required
125,121.76584,great,no risk, No maintenance required
125,123.38922,great,no risk, No maintenance required
125,126.094894,great,no risk, No maintenance required
125,123.082306,great,no risk, No maintenance required
125,123.88441,great,no risk, No maintenance required
125,123.239334,great,no risk, No maintenance required
125,124.04962,great,no risk, No maintenance required
125,122.81375,great,no risk, No maintenance required
125,124.46983,great,no risk, No maintenance required
125,123.50424,great,no risk, No maintenance required
125,120.83025,great,no risk, No maintenance required
125,119.43425,great,no risk, No maintenance required
125,119.73345,great,no risk, No maintenance required
125,120.76867,great,no risk, No maintenance required
125,117.04814,great,no risk, No maintenance required
125,120.698326,great,no risk, No maintenance required
125,122.28189,great,no risk, No maintenance required
125,119.5177,great,no risk, No maintenance required
125,118.37088,great,no risk, No maintenance required
125,119.31094,great,no risk, No maintenance required
125,121.03441,great,no risk, No maintenance required
125,118.48406,great,no risk, No maintenance required
125,119.781715,great,no risk, No maintenance required
125,118.08722,great,no risk, No maintenance required
125,117.55688,great,no risk, No maintenance required
125,120.15765,great,no risk, No maintenance required
125,120.93536,great,no risk, No maintenance required
125,121.432175,great,no risk, No maintenance required
125,120.767914,great,no risk, No maintenance required
125,117.99051,great,no risk, No maintenance required
125,115.55152,great,no risk, No maintenance required
125,115.92918,great,no risk, No maintenance required
125,115.60743,great,no risk, No maintenance required
125,114.60998,great,no risk, No maintenance required
125,114.6092,great,no risk, No maintenance required
125,115.08735,great,no risk, No maintenance required
125,113.88637,great,no risk, No maintenance required
125,113.14468,great,no risk, No maintenance required
124,114.882576,great,no risk, No maintenance required
123,116.98169,great,no risk, No maintenance required
122,114.431,great,no risk, No maintenance required
121,114.11231,great,no risk, No maintenance required
120,111.59033,great,no risk, No maintenance required
119,114.06523,great,no risk, No maintenance required
118,114.476395,great,no risk, No maintenance required
117,115.43538,great,no risk, No maintenance required
116,114.471664,great,no risk, No maintenance required
115,115.80587,great,no risk, No maintenance required
114,111.5262,great,no risk, No maintenance required
113,114.3942,great,no risk, No maintenance required
112,117.479576,great,no risk, No maintenance required
111,114.277084,great,no risk, No maintenance required
110,113.354454,great,no risk, No maintenance required
109,113.00993,great,no risk, No maintenance required
108,109.95665,great,no risk, No maintenance required
107,108.2741,great,no risk, No maintenance required
106,110.125374,great,no risk, No maintenance required
105,107.4132,great,no risk, No maintenance required
104,105.547714,great,no risk, No maintenance required
103,107.031364,great,no risk, No maintenance required
102,108.5827,great,no risk, No maintenance required
101,110.3242,great,no risk, No maintenance required
100,109.18843,great,no risk, No maintenance required
99,108.689606,great,no risk, No maintenance required
98,110.86055,great,no risk, No maintenance required
97,108.92492,great,no risk, No maintenance required
96,106.20946,great,no risk, No maintenance required
95,107.26689,great,no risk, No maintenance required
94,108.254364,great,no risk, No maintenance required
93,109.95328,great,no risk, No maintenance required
92,107.25114,great,no risk, No maintenance required
91,110.449425,great,no risk, No maintenance required
90,110.95688,great,no risk, No maintenance required
89,109.35217,great,no risk, No maintenance required
88,106.67944,great,no risk, No maintenance required
87,105.3787,great,no risk, No maintenance required
86,106.56673,great,no risk, No maintenance required
85,106.88852,great,no risk, No maintenance required
84,104.3962,great,no risk, No maintenance required
83,101.14109,great,no risk, No maintenance required
82,97.44777,good, medium risk,continue monitoring
81,96.051094,good, medium risk,continue monitoring
80,94.562485,good, medium risk,continue monitoring
79,100.72957,great,no risk, No maintenance required
78,101.509056,great,no risk, No maintenance required
77,102.26476,great,no risk, No maintenance required
76,104.89448,great,no risk, No maintenance required
75,106.60858,great,no risk, No maintenance required
74,106.40583,great,no risk, No maintenance required
73,104.64149,great,no risk, No maintenance required
72,100.76494,great,no risk, No maintenance required
71,102.93189,great,no risk, No maintenance required
70,101.217766,great,no risk, No maintenance required
69,101.741974,great,no risk, No maintenance required
68,98.33,good, medium risk,continue monitoring
67,92.601944,good, medium risk,continue monitoring
66,89.21931,good, medium risk,continue monitoring
65,86.69006,good, medium risk,continue monitoring
64,83.14557,good, medium risk,continue monitoring
63,84.17858,good, medium risk,continue monitoring
62,84.614975,good, medium risk,continue monitoring
61,88.302345,good, medium risk,continue monitoring
60,87.53407,good, medium risk,continue monitoring
59,93.22784,good, medium risk,continue monitoring
58,88.9311,good, medium risk,continue monitoring
57,81.34189,good, medium risk,continue monitoring
56,77.80869,good, medium risk,continue monitoring
55,75.37154,good, medium risk,continue monitoring
54,67.84873,good, medium risk,continue monitoring
53,62.955853,good, medium risk,continue monitoring
52,63.300014,good, medium risk,continue monitoring
51,68.778275,good, medium risk,continue monitoring
50,68.81233,good, medium risk,continue monitoring
49,69.54156,good, medium risk,continue monitoring
48,71.37833,good, medium risk,continue monitoring
47,74.43569,good, medium risk,continue monitoring
46,77.094246,good, medium risk,continue monitoring
45,75.57739,good, medium risk,continue monitoring
44,81.165955,good, medium risk,continue monitoring
43,87.772736,good, medium risk,continue monitoring
42,84.50713,good, medium risk,continue monitoring
41,77.71764,good, medium risk,continue monitoring
40,73.40121,good, medium risk,continue monitoring
39,66.75098,good, medium risk,continue monitoring
38,66.07269,good, medium risk,continue monitoring
37,70.96189,good, medium risk,continue monitoring
36,70.095535,good, medium risk,continue monitoring
35,66.83695,good, medium risk,continue monitoring
34,66.74667,good, medium risk,continue monitoring
33,64.4272,good, medium risk,continue monitoring
32,62.459457,good, medium risk,continue monitoring
31,61.182747,good, medium risk,continue monitoring
30,57.01385,not good, high risk, need maintenance
29,52.89501,not good, high risk, need maintenance
28,47.260475,not good, high risk, need maintenance
27,41.422222,not good, high risk, need maintenance
26,36.189922,not good, high risk, need maintenance
25,35.903893,not good, high risk, need maintenance
24,34.717884,not good, high risk, need maintenance
23,32.006214,not good, high risk, need maintenance
22,28.706741,extremely bad, very high risk, immediate maintenance required
21,27.318739,extremely bad, very high risk, immediate maintenance required
20,28.68457,extremely bad, very high risk, immediate maintenance required
19,28.441645,extremely bad, very high risk, immediate maintenance required
18,25.79828,extremely bad, very high risk, immediate maintenance required
17,20.587519,extremely bad, very high risk, immediate maintenance required
16,20.721325,extremely bad, very high risk, immediate maintenance required
15,22.757607,extremely bad, very high risk, immediate maintenance required
14,22.188833,extremely bad, very high risk, immediate maintenance required
13,23.08551,extremely bad, very high risk, immediate maintenance required
12,24.783907,extremely bad, very high risk, immediate maintenance required
11,24.39116,extremely bad, very high risk, immediate maintenance required
10,22.339369,extremely bad, very high risk, immediate maintenance required
